Transect,Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Fault Code,Battery V,Cable Pwr V,ODO % sat,ODO mg/L,Chlorophyll RFU,Chlorophyll µg/L,BGA-PC RFU,BGA-PC µg/L,Temp °C,Cond µS/cm,SpCond µS/cm,Sal psu,nLF Cond µS/cm,TDS mg/L,Turbidity NTU,TSS mg/L,pH,pH mV,Press psi a,Depth m
T-11,7/11/2018,13:18:23,0.382,4XS,0,5.8,11.5,103.3,7.93,1.1,4.45,0.13,0.14,29.047,382,354.6,0.17,351.6,231,8.75,0,7.81,-82.3,0.443,0.523
T-11,7/11/2018,13:20:05,0.424,401,0,5.8,11.5,100.8,7.8,1.58,6.38,0.18,0.19,28.595,378.5,354.2,0.17,351.6,230,9.79,0,7.76,-79.8,1.132,1.009
T-11,7/11/2018,13:21:10,0.291,402,0,5.8,11.5,98,7.61,1.47,5.94,0.14,0.15,28.393,377.1,354.2,0.17,351.7,230,10.34,0,7.74,-78.2,2.531,1.996
T-11,7/11/2018,13:21:54,0.608,403,0,5.8,11.5,97.1,7.55,1.33,5.38,0.14,0.15,28.335,376.6,354,0.17,351.6,230,10.52,0,7.72,-77.3,4.009,3.039
T-11,7/11/2018,13:22:34,0.313,404,0,5.8,11.5,96.6,7.51,1.34,5.41,0.16,0.17,28.327,376.6,354.1,0.17,351.6,230,10.71,0,7.71,-76.5,5.372,4.001
T-11,7/11/2018,13:23:38,0.551,405,0,5.8,11.5,96.2,7.48,1.33,5.39,0.13,0.14,28.317,376.5,354,0.17,351.6,230,10.71,0,7.71,-76.3,6.788,5.001
T-11,7/11/2018,13:24:37,0.687,406,0,5.8,11.5,95.9,7.46,1.43,5.78,0.14,0.15,28.302,376.2,353.9,0.17,351.5,230,11.81,0,7.71,-76.2,8.209,6.003
T-11,7/11/2018,13:25:35,0.256,407,0,5.8,11.5,95.8,7.45,1.42,5.72,0.12,0.13,28.304,376.3,354,0.17,351.6,230,11.36,0,7.71,-76.2,9.626,7.003
T-11,7/11/2018,13:26:50,0.571,4XB,0,5.8,11.5,95.6,7.44,1.47,5.94,0.13,0.15,28.305,376.4,354.1,0.17,351.6,230,12,0,7.7,-76.2,10.744,7.792
T-12,6/18/2018,8:59:03,0.986,Test,0,6.1,11.4,100.5,8.19,0.37,1.48,1.12,1.09,25.815,0,0,0,0,0,7.4,0,7.85,-78.8,0.068,0.258
T-12,6/18/2018,9:01:23,0.649,3XS,0,6.1,11.4,91.4,7.56,0.79,3.18,0.15,0.11,24.883,343.5,344.3,0.16,344.3,224,16.63,0,7.69,-69.8,0.451,0.528
T-12,6/18/2018,9:03:08,0.408,301,0,6.1,11.4,91,7.53,0.77,3.08,0.16,0.12,24.872,343.7,344.6,0.16,344.7,224,16.26,0,7.66,-67.5,1.117,0.997
T-12,6/18/2018,9:04:21,0.206,302,0,6.1,11.4,90.9,7.52,0.78,3.12,0.15,0.12,24.877,343.6,344.4,0.16,344.5,224,16.21,0,7.66,-67.7,2.509,1.979
T-12,6/18/2018,9:05:43,0.645,303,0,6.1,11.4,90.6,7.5,0.76,3.07,0.15,0.11,24.865,343.5,344.4,0.16,344.5,224,16.81,0,7.65,-67.4,3.857,2.93
T-12,6/18/2018,9:07:04,0.915,304,0,6.1,11.4,90.4,7.49,0.78,3.13,0.17,0.13,24.868,344,344.8,0.16,344.9,224,16.76,0,7.66,-67.7,5.171,3.856
T-12,6/18/2018,9:08:13,0.42,305,0,6.1,11.4,90.3,7.48,0.8,3.2,0.14,0.1,24.862,343.8,344.7,0.16,344.8,224,17.1,0,7.66,-67.6,6.582,4.851
T-12,6/18/2018,9:09:18,0.681,306,0,6.1,11.4,90.2,7.47,0.78,3.15,0.15,0.12,24.863,343.8,344.7,0.16,344.8,224,17.1,0,7.66,-67.5,7.99,5.843
T-12,6/18/2018,9:10:25,0.367,307,0,6.1,11.4,90.1,7.46,0.81,3.27,0.16,0.12,24.866,343.9,344.8,0.16,344.9,224,17.35,0,7.66,-67.8,9.231,6.718
T-12,6/18/2018,9:11:21,0.925,308,0,6.1,11.4,90,7.45,0.82,3.28,0.15,0.12,24.865,343.9,344.8,0.16,344.8,224,17.47,0,7.65,-67.4,10.482,7.6
T-12,6/18/2018,9:12:49,0.875,3XB,0,6.1,11.4,89.9,7.44,0.82,3.29,0.13,0.09,24.865,343.7,344.6,0.16,344.7,224,17.87,0,7.65,-67.4,11.355,8.216
T-12,6/18/2018,9:36:24,0.881,1XS,0,6.1,11.4,88.5,7.3,0.61,2.45,0.15,0.11,25.004,357.1,357.1,0.17,357.1,232,15.53,0,7.66,-67.8,0.433,0.515
T-12,6/18/2018,9:38:11,0.465,101,0,6.1,11.4,87.8,7.26,0.6,2.43,0.15,0.11,24.967,356.9,357.1,0.17,357.2,232,17.05,0,7.61,-64.9,1.223,1.072
T-12,6/18/2018,9:39:20,0.875,102,0,6.1,11.4,87.9,7.26,0.61,2.47,0.11,0.07,24.974,356.1,356.3,0.17,356.3,232,16.35,0,7.61,-64.6,2.555,2.011
T-12,6/18/2018,9:40:17,0.134,103,0,6.1,11.4,87.9,7.27,0.61,2.45,0.11,0.08,24.957,355.3,355.6,0.17,355.6,231,16.45,0,7.61,-64.5,3.872,2.94
T-12,6/18/2018,9:41:15,0.072,104,0,6.1,11.4,87.5,7.23,0.61,2.47,0.13,0.1,24.955,356.4,356.7,0.17,356.7,232,17.51,0,7.6,-64.3,5.265,3.922
T-12,6/18/2018,9:42:14,0.15,105,0,6.1,11.4,87.4,7.22,0.63,2.52,0.12,0.09,24.947,356,356.4,0.17,356.4,232,19.23,0,7.6,-64.3,6.718,4.947
T-12,6/18/2018,9:43:14,0.544,106,0,6.1,11.4,87.2,7.21,0.62,2.49,0.1,0.07,24.951,356.2,356.5,0.17,356.5,232,18.56,0,7.61,-65,8.139,5.948
T-12,6/18/2018,9:44:26,0.596,107,0,6.1,11.4,87.1,7.2,0.61,2.45,0.13,0.09,24.949,356.2,356.6,0.17,356.6,232,19.82,0,7.61,-64.7,9.543,6.939
T-12,6/18/2018,9:45:16,0.938,108,0,6.1,11.4,87.2,7.2,0.63,2.54,0.11,0.07,24.948,355.4,355.7,0.17,355.8,231,20.54,0,7.61,-64.6,10.935,7.92
T-12,6/18/2018,9:46:16,0.449,1XB,0,6.1,11.4,87.2,7.21,0.64,2.59,0.13,0.09,24.947,355.3,355.7,0.17,355.7,231,19.92,0,7.6,-64.3,11.318,8.19
T-12,6/18/2018,10:18:29,0.733,2XS,0,6.1,11.4,91.4,7.55,0.74,2.98,0.17,0.13,24.98,343.8,343.9,0.16,344,224,14.68,0,7.66,-67.7,0.526,0.581
T-12,6/18/2018,10:19:37,0.757,201,0,6.1,11.4,90.9,7.52,0.78,3.13,0.17,0.13,24.917,343.2,343.8,0.16,343.8,223,15.83,0,7.65,-67.3,1.132,1.008
T-12,6/18/2018,10:20:24,0.585,202,0,6.1,11.4,90.9,7.52,0.73,2.94,0.15,0.11,24.919,342.9,343.5,0.16,343.5,223,16.28,0,7.64,-66.8,2.522,1.989
T-12,6/18/2018,10:21:09,0.551,203,0,6.1,11.4,90.8,7.51,0.73,2.92,0.14,0.1,24.915,343,343.5,0.16,343.6,223,16.17,0,7.65,-67.1,3.886,2.95
T-12,6/18/2018,10:22:04,0.385,204,0,6.1,11.4,90.6,7.5,0.74,2.96,0.16,0.12,24.91,342.7,343.3,0.16,343.3,223,15.69,0,7.65,-67,5.182,3.863
T-12,6/18/2018,10:23:02,0.352,205,0,6.1,11.4,90.5,7.49,0.72,2.89,0.14,0.11,24.897,342.5,343.2,0.16,343.3,223,16.08,0,7.65,-66.9,6.428,4.742
T-12,6/18/2018,10:23:47,0.432,206,0,6.1,11.4,90.4,7.48,0.71,2.87,0.11,0.07,24.893,342.5,343.2,0.16,343.3,223,17.31,0,7.64,-66.8,7.958,5.821
T-12,6/18/2018,10:24:26,0.977,207,0,6.1,11.4,90.3,7.47,0.73,2.95,0.13,0.09,24.891,342.3,343,0.16,343.1,223,17.2,0,7.65,-67,9.234,6.721
T-12,6/18/2018,10:25:10,0.847,208,0,6.1,11.4,90.2,7.46,0.77,3.08,0.12,0.08,24.89,342.2,342.9,0.16,343,223,18.78,0,7.65,-66.9,10.586,7.674
T-12,6/18/2018,10:25:40,0.015,209,0,6.1,11.4,90.2,7.46,0.75,3.01,0.13,0.09,24.886,342,342.7,0.16,342.8,223,18.01,0,7.65,-67,11.674,8.441
T-12,6/18/2018,10:26:08,0.868,2XB,0,6.1,11.4,90.2,7.46,0.74,2.96,0.15,0.12,24.886,341.9,342.7,0.16,342.8,223,17.83,0,7.65,-67.1,11.716,8.471
T-12,6/18/2018,10:53:02,0.284,4XS,0,6.1,11.4,90.5,7.46,0.74,2.99,0.14,0.1,25.077,349.6,349.1,0.17,349.1,227,14.33,0,7.69,-69.8,0.481,0.549
T-12,6/18/2018,10:54:26,0.986,401,0,6.1,11.4,90.2,7.45,0.84,3.37,0.17,0.13,25.01,348.2,348.1,0.17,348.1,226,16.14,0,7.66,-67.8,1.131,1.007
T-12,6/18/2018,10:55:32,0.128,402,0,6.1,11.4,90,7.43,0.72,2.9,0.14,0.11,24.976,347.8,347.9,0.17,347.9,226,17.67,0,7.65,-67.4,2.546,2.005
T-12,6/18/2018,10:56:25,0.263,403,0,6.1,11.4,89.9,7.42,0.76,3.04,0.17,0.13,24.966,347.4,347.6,0.17,347.6,226,17.92,0,7.65,-67,3.944,2.991
T-12,6/18/2018,10:57:20,0.108,404,0,6.1,11.4,89.7,7.41,0.75,3.01,0.12,0.09,24.965,347.9,348.1,0.17,348.1,226,18.46,0,7.64,-66.7,5.378,4.002
T-12,6/18/2018,11:02:26,0.767,404,0,6.1,11.4,89.5,7.39,0.74,2.99,0.14,0.1,24.982,349.1,349.2,0.17,349.2,227,18.17,0,7.64,-66.5,5.299,3.946
T-12,6/18/2018,11:03:17,0.06,405,0,6.1,11.4,89.4,7.39,0.75,3,0.13,0.09,24.977,348.9,349.1,0.17,349.1,227,19.58,0,7.64,-66.8,6.753,4.971
T-12,6/18/2018,11:04:04,0.246,406,0,6.1,11.4,89.2,7.37,0.73,2.92,0.12,0.09,24.973,349.3,349.5,0.17,349.5,227,19.84,0,7.64,-66.9,8.08,5.907
T-12,6/18/2018,11:04:53,0.198,407,0,6.1,11.4,89,7.35,0.73,2.94,0.12,0.08,24.971,349.2,349.4,0.17,349.5,227,20.41,0,7.65,-66.9,9.539,6.936
T-12,6/18/2018,11:05:55,0.98,4XB,0,6.1,11.4,89.1,7.36,0.74,2.99,0.12,0.08,24.969,348.7,348.9,0.17,348.9,227,19.97,0,7.65,-67,9.953,7.228
T-12,6/18/2018,11:27:33,0.249,5XS,0,6.1,11.4,88.2,7.25,0.8,3.23,0.22,0.18,25.278,359.5,357.6,0.17,357.4,232,17.4,0,7.62,-65.4,0.507,0.568
T-12,6/18/2018,11:29:42,0.454,501,0,6.1,11.4,88,7.23,0.85,3.4,0.21,0.17,25.227,359.7,358.2,0.17,358,233,17.24,0,7.61,-64.6,1.182,1.044
T-12,6/18/2018,11:31:04,0.197,502,0,6.1,11.4,87.8,7.24,0.76,3.04,0.2,0.16,25.097,360.1,359.5,0.17,359.4,234,20.88,0,7.61,-64.7,2.554,2.011
T-12,6/18/2018,11:32:03,0.027,503,0,6.1,11.4,87.8,7.23,0.75,3.04,0.2,0.16,25.107,360.2,359.4,0.17,359.4,234,20.34,0,7.62,-65.2,3.984,3.019
T-12,6/18/2018,11:33:06,0.174,504,0,6.1,11.4,87.7,7.23,0.75,3,0.2,0.16,25.089,360.1,359.4,0.17,359.4,234,21.9,0,7.62,-65.2,5.379,4.003
T-12,6/18/2018,11:33:59,0.302,505,0,6.1,11.4,87.6,7.22,0.79,3.16,0.18,0.14,25.088,360,359.4,0.17,359.4,234,25.26,0,7.61,-65.1,6.783,4.993
T-12,6/18/2018,11:34:46,0.755,506,0,6.1,11.4,87.5,7.21,0.8,3.2,0.19,0.15,25.089,360.1,359.5,0.17,359.4,234,22.17,0,7.61,-64.9,8.205,5.996
T-12,6/18/2018,11:35:41,0.597,5XB,0,6.1,11.4,87.4,7.21,0.78,3.14,0.19,0.15,25.089,360,359.4,0.17,359.3,234,22.83,0,7.61,-64.7,8.643,6.304
T-13,7/11/2018,9:33:22,0.832,Test,0,5.8,11.5,98.4,7.95,0.35,1.43,0.79,0.8,26.247,0,0,0,0,0,4.06,0,6.54,-7.9,0.004,0.213
T-13,7/11/2018,9:36:33,0.909,4XS,0,5.8,11.5,94.8,7.39,1.49,6,0.22,0.23,28.227,373.7,352,0.17,349.7,229,14.16,0,7.65,-72.9,0.442,0.522
T-13,7/11/2018,9:38:10,0.256,401,0,5.8,11.5,94.9,7.39,1.59,6.44,0.21,0.22,28.257,373.7,351.8,0.17,349.4,229,12.79,0,7.67,-73.8,1.13,1.007
T-13,7/11/2018,9:39:09,0.154,402,0,5.8,11.5,94.1,7.33,1.44,5.82,0.16,0.17,28.243,373.7,351.9,0.17,349.5,229,14.25,0,7.64,-72.5,2.505,1.978
T-13,7/11/2018,9:39:59,0.586,403,0,5.8,11.5,93.6,7.29,1.47,5.93,0.16,0.18,28.237,373.6,351.8,0.17,349.5,229,14.53,0,7.63,-72,3.953,3
T-13,7/11/2018,9:40:49,0.861,404,0,5.8,11.5,93.9,7.31,1.46,5.92,0.13,0.14,28.241,373.6,351.8,0.17,349.4,229,13.32,0,7.64,-72.3,5.346,3.982
T-13,7/11/2018,9:42:19,0.275,405,0,5.8,11.5,93.4,7.27,1.52,6.16,0.16,0.18,28.234,373.6,351.9,0.17,349.5,229,14.73,0,7.63,-71.7,6.779,4.994
T-13,7/11/2018,9:43:30,0.508,406,0,5.8,11.5,93.4,7.27,1.54,6.22,0.16,0.17,28.237,373.6,351.9,0.17,349.5,229,14.28,0,7.63,-71.9,8.17,5.976
T-13,7/11/2018,9:44:21,0.92,407,0,5.8,11.5,93.1,7.25,1.6,6.45,0.17,0.18,28.232,373.6,351.9,0.17,349.5,229,14.8,0,7.63,-71.7,9.625,7.002
T-13,7/11/2018,9:45:18,0.937,408,0,5.8,11.5,92.8,7.23,1.54,6.24,0.17,0.18,28.231,373.6,351.9,0.17,349.5,229,16.46,0,7.63,-71.7,11.004,7.976
T-13,7/11/2018,9:47:09,0.658,4XB,0,5.8,11.5,92.8,7.22,1.55,6.27,0.17,0.18,28.23,373.6,351.9,0.17,349.5,229,16.73,0,7.63,-71.8,11.625,8.414
T-13,7/11/2018,10:11:50,0.941,3XS,0,5.8,11.5,98.3,7.64,1.67,6.74,0.2,0.21,28.334,373.2,350.9,0.17,348.4,228,8.9,0,7.71,-76.4,0.415,0.503
T-13,7/11/2018,10:13:28,0.543,301,0,5.8,11.5,97.4,7.57,1.8,7.26,0.19,0.2,28.34,373.2,350.9,0.17,348.4,228,9.66,0,7.72,-76.9,1.139,1.014
T-13,7/11/2018,10:14:10,0.756,302,0,5.8,11.5,96.7,7.52,1.66,6.71,0.19,0.2,28.315,373.2,351,0.17,348.6,228,9.58,0,7.71,-76.4,2.543,2.005
T-13,7/11/2018,10:14:50,0.107,303,0,5.8,11.5,96.1,7.47,1.6,6.46,0.17,0.18,28.305,373.2,351.1,0.17,348.7,228,9.87,0,7.7,-75.6,3.939,2.99
T-13,7/11/2018,10:15:51,0.155,304,0,5.8,11.5,96,7.47,1.57,6.36,0.16,0.17,28.307,373.2,351,0.17,348.6,228,9.65,0,7.69,-75.2,5.331,3.972
T-13,7/11/2018,10:16:41,0.084,305,0,5.8,11.5,95.4,7.42,1.54,6.21,0.15,0.17,28.293,373.2,351.2,0.17,348.8,228,10.33,0,7.68,-74.9,6.76,4.981
T-13,7/11/2018,10:17:19,0.153,306,0,5.8,11.5,94.9,7.39,1.58,6.37,0.15,0.16,28.283,373.3,351.2,0.17,348.9,228,10.84,0,7.68,-74.5,8.21,6.004
T-13,7/11/2018,10:18:08,0.889,307,0,5.8,11.5,94.7,7.37,1.51,6.09,0.18,0.19,28.281,373.3,351.3,0.17,348.9,228,11.17,0,7.68,-74.4,9.62,6.999
T-13,7/11/2018,10:19:00,0.949,308,0,5.8,11.5,94.9,7.39,1.64,6.64,0.15,0.16,28.291,373.2,351.2,0.17,348.8,228,10.87,0,7.67,-74.3,11.011,7.981
T-13,7/11/2018,10:19:45,0.335,309,0,5.8,11.5,94.5,7.36,1.66,6.69,0.16,0.17,28.281,373.3,351.3,0.17,348.9,228,11.88,0,7.67,-74.2,12.39,8.954
T-13,7/11/2018,10:21:12,0.757,3XB,0,5.8,11.5,94.3,7.34,1.67,6.73,0.16,0.17,28.278,373.3,351.3,0.17,348.9,228,11.86,0,7.67,-74,13.129,9.475
T-13,7/11/2018,10:43:19,0.262,2XS,0,5.8,11.5,97.5,7.58,1.69,6.84,0.2,0.21,28.329,373.1,350.8,0.17,348.4,228,10.11,0,7.72,-77.2,0.437,0.519
T-13,7/11/2018,10:44:29,0.109,201,0,5.8,11.5,97.2,7.55,1.78,7.19,0.16,0.17,28.364,373.1,350.6,0.17,348.2,228,9.99,0,7.74,-78.1,1.125,1.004
T-13,7/11/2018,10:45:26,0.307,202,0,5.8,11.5,97.2,7.55,1.75,7.07,0.18,0.19,28.374,373.1,350.5,0.17,348.1,228,10.03,0,7.74,-78,2.507,1.979
T-13,7/11/2018,10:46:21,0.139,203,0,5.8,11.5,96.9,7.53,1.58,6.39,0.17,0.18,28.37,373,350.4,0.17,348,228,9.65,0,7.73,-77.7,3.935,2.987
T-13,7/11/2018,10:47:07,0.952,204,0,5.8,11.5,96.7,7.51,1.61,6.5,0.14,0.16,28.367,372.9,350.4,0.17,348,228,9.65,0,7.73,-77.5,5.357,3.991
T-13,7/11/2018,10:47:55,0.043,205,0,5.8,11.5,96.6,7.5,1.54,6.21,0.18,0.19,28.365,373,350.5,0.17,348.1,228,10.05,0,7.72,-77,6.789,5.002
T-13,7/11/2018,10:49:04,0.66,206,0,5.8,11.5,96.1,7.47,1.61,6.52,0.15,0.17,28.356,373,350.5,0.17,348,228,10.63,0,7.72,-76.9,8.192,5.991
T-13,7/11/2018,10:50:35,0.492,207,0,5.8,11.5,96.6,7.5,1.52,6.15,0.15,0.16,28.371,373.1,350.6,0.17,348.1,228,9.72,0,7.72,-77.1,9.586,6.975
T-13,7/11/2018,10:52:10,0.43,208,0,5.8,11.5,96.2,7.48,1.59,6.41,0.15,0.16,28.361,373.2,350.7,0.17,348.2,228,10.11,0,7.71,-76.4,11.013,7.982
T-13,7/11/2018,10:53:39,0.518,2XB,0,5.8,11.5,95.9,7.45,1.55,6.28,0.15,0.16,28.35,373.3,350.9,0.17,348.4,228,9.92,0,7.71,-76.4,11.659,8.438
T-13,7/11/2018,11:14:25,0.882,1XS,0,5.8,11.5,101.8,7.89,1.52,6.14,0.21,0.22,28.512,373.3,349.9,0.17,347.3,227,8.31,0,7.8,-81.7,0.419,0.506
T-13,7/11/2018,11:15:48,0.076,101,0,5.8,11.5,98.1,7.62,1.77,7.15,0.2,0.21,28.406,372.3,349.6,0.17,347.1,227,9.71,0,7.75,-78.9,1.097,0.984
T-13,7/11/2018,11:16:44,0.792,102,0,5.8,11.5,96.8,7.52,1.55,6.26,0.17,0.18,28.376,372.1,349.5,0.17,347.1,227,10.7,0,7.74,-78.3,2.545,2.006
T-13,7/11/2018,11:17:43,0.835,103,0,5.8,11.5,96.5,7.5,1.53,6.19,0.13,0.14,28.369,372,349.5,0.17,347,227,10.7,0,7.74,-78,3.941,2.991
T-13,7/11/2018,11:18:30,0.737,104,0,5.8,11.5,96,7.46,1.45,5.85,0.13,0.14,28.358,371.9,349.5,0.17,347.1,227,11.51,0,7.74,-78.1,5.374,4.003
T-13,7/11/2018,11:19:14,0.178,105,0,5.8,11.5,95.6,7.43,1.51,6.11,0.12,0.13,28.353,371.9,349.5,0.17,347.1,227,11.72,0,7.72,-77,6.787,5
T-13,7/11/2018,11:22:39,0.411,106,0,5.8,11.5,95.9,7.45,1.55,6.27,0.12,0.13,28.361,372,349.5,0.17,347.1,227,11.15,0,7.71,-76.8,8.153,5.964
T-13,7/11/2018,11:23:59,0.634,107,0,5.8,11.5,95.5,7.43,1.57,6.33,0.15,0.16,28.354,371.9,349.5,0.17,347.1,227,11.48,0,7.71,-76.3,9.622,7
T-13,7/11/2018,11:24:58,0.737,1XB,0,5.8,11.5,95.6,7.43,1.55,6.27,0.13,0.14,28.355,371.9,349.5,0.17,347.1,227,12.37,0,7.7,-76.2,9.94,7.225
T-14,7/25/2018,11:40:01,0.882,Test,0,5.8,11.5,96.2,7.89,0.47,1.95,1.31,1.32,25.374,0,0,0,0,0,1.16,0,6.67,-15,-0.001,0.21
T-14,7/25/2018,11:41:55,0.364,1XS,0,5.8,11.5,86.6,6.78,0.7,2.87,0.22,0.21,27.92,360.9,341.8,0.16,339.8,222,10.41,0,7.68,-74.3,0.41,0.5
T-14,7/25/2018,11:43:31,0.502,101,0,5.8,11.5,85.6,6.71,0.64,2.65,0.19,0.19,27.904,359.5,340.6,0.16,338.6,221,9.92,0,7.7,-74.9,1.133,1.01
T-14,7/25/2018,11:44:48,0.622,102,0,5.8,11.5,83.5,6.56,0.59,2.44,0.19,0.18,27.686,364.8,347,0.16,345.1,226,12.65,0,7.67,-73.2,2.511,1.982
T-14,7/25/2018,11:45:37,0.879,103,0,5.8,11.5,82.9,6.53,0.56,2.32,0.18,0.18,27.632,371.9,354.1,0.17,352.2,230,13.44,0,7.65,-72.4,3.944,2.993
T-14,7/25/2018,11:46:14,0.536,104,0,5.8,11.5,82.7,6.52,0.56,2.3,0.17,0.17,27.538,383.5,365.8,0.17,363.9,238,14.07,0,7.66,-72.9,5.426,4.038
T-14,7/25/2018,11:47:02,0.415,105,0,5.8,11.5,82.4,6.51,0.58,2.4,0.18,0.18,27.434,399.7,381.9,0.18,380,248,16.69,0,7.66,-73.1,6.821,5.022
T-14,7/25/2018,11:47:47,0.474,106,0,5.8,11.5,82.2,6.49,0.61,2.5,0.18,0.18,27.4,406,388.2,0.18,386.3,252,17.34,0,7.67,-73.1,8.222,6.011
T-14,7/25/2018,11:48:33,0.63,107,0,5.8,11.5,82.1,6.49,0.6,2.49,0.18,0.18,27.389,406.5,388.7,0.18,386.8,253,17.39,0,7.67,-73.1,9.656,7.023
T-14,7/25/2018,11:49:20,0.607,108,0,5.8,11.5,81.9,6.47,0.6,2.47,0.17,0.17,27.379,408.3,390.5,0.19,388.6,254,18.36,0,7.67,-73.2,11.108,8.047
T-14,7/25/2018,11:50:01,0.821,1XB,0,5.8,11.5,81.7,6.46,0.6,2.45,0.18,0.17,27.373,409.1,391.3,0.19,389.4,254,21.26,0,7.66,-72.8,12.494,9.025
T-14,7/25/2018,12:01:12,0.592,2XS,0,5.8,11.5,86.4,6.78,0.6,2.46,0.23,0.23,27.802,372,353.1,0.17,351.1,230,11.9,0,7.67,-73.6,0.377,0.476
T-14,7/25/2018,12:02:27,0.818,201,0,5.8,11.5,85.5,6.71,0.7,2.87,0.2,0.2,27.809,369.2,350.4,0.17,348.4,228,10.99,0,7.68,-74.2,1.146,1.018
T-14,7/25/2018,12:03:10,0.546,202,0,5.8,11.5,84.5,6.64,0.62,2.55,0.2,0.2,27.729,370.2,351.8,0.17,349.9,229,12.46,0,7.67,-73.4,2.475,1.957
T-14,7/25/2018,12:04:00,0.163,203,0,5.8,11.5,83.4,6.57,0.58,2.4,0.17,0.17,27.599,376.4,358.6,0.17,356.7,233,12.94,0,7.66,-72.7,3.919,2.975
T-14,7/25/2018,12:05:03,0.693,204,0,5.8,11.5,83.4,6.58,0.58,2.4,0.19,0.19,27.573,383.8,365.9,0.17,363.9,238,13.16,0,7.66,-72.9,5.468,4.068
T-14,7/25/2018,12:06:29,0.637,205,0,5.8,11.5,82.6,6.51,0.58,2.38,0.17,0.16,27.559,373.9,356.5,0.17,354.6,232,13.65,0,7.65,-72.5,6.72,4.952
T-14,7/25/2018,12:08:13,0.124,206,0,5.8,11.5,82.1,6.5,0.59,2.42,0.17,0.16,27.373,404.8,387.3,0.18,385.4,252,17.09,0,7.66,-72.8,8.215,6.006
T-14,7/25/2018,12:10:28,0.405,207,0,5.8,11.5,82.1,6.5,0.61,2.51,0.15,0.15,27.283,419.8,402.2,0.19,400.4,261,18.09,0,7.66,-72.9,9.746,7.086
T-14,7/25/2018,12:11:48,0.401,208,0,5.8,11.5,82,6.5,0.63,2.58,0.18,0.17,27.23,428.2,410.7,0.2,408.8,267,19.96,0,7.67,-73.2,11.063,8.015
T-14,7/25/2018,12:13:21,0.946,2XB,0,5.8,11.5,81.9,6.49,0.64,2.63,0.17,0.17,27.211,431.4,413.9,0.2,412,269,20.62,0,7.67,-73.6,12.421,8.972
T-14,7/25/2018,12:24:29,0.889,3XS,0,5.8,11.5,87.7,6.84,0.68,2.78,0.22,0.22,28.103,361.3,341.1,0.16,338.9,222,10.13,0,7.69,-74.9,0.413,0.501
T-14,7/25/2018,12:25:48,0.131,301,0,5.8,11.5,84.4,6.63,0.64,2.61,0.19,0.18,27.758,368.8,350.3,0.17,348.3,228,13.47,0,7.66,-73,1.121,1.001
T-14,7/25/2018,12:26:27,0.613,302,0,5.8,11.5,83.8,6.59,0.6,2.46,0.2,0.19,27.698,373.7,355.3,0.17,353.4,231,13.76,0,7.67,-73.3,2.554,2.012
T-14,7/25/2018,12:27:14,0.54,303,0,5.8,11.5,83.1,6.54,0.53,2.18,0.15,0.15,27.647,373.2,355.2,0.17,353.3,231,13.86,0,7.66,-73.1,3.973,3.014
T-14,7/25/2018,12:28:27,0.532,304,0,5.8,11.5,82.6,6.51,0.53,2.21,0.16,0.16,27.584,379.8,361.9,0.17,360,235,13.62,0,7.65,-72.3,5.384,4.009
T-14,7/25/2018,12:29:11,0.362,305,0,5.8,11.5,82.5,6.51,0.62,2.54,0.17,0.17,27.481,399.3,381.2,0.18,379.3,248,15.78,0,7.66,-72.8,6.808,5.013
T-14,7/25/2018,12:29:49,0.994,306,0,5.8,11.5,82.3,6.51,0.65,2.66,0.15,0.15,27.374,413.7,395.7,0.19,393.8,257,17.18,0,7.66,-73,8.271,6.046
T-14,7/25/2018,12:30:43,0.819,307,0,5.8,11.5,82.1,6.51,0.63,2.58,0.18,0.17,27.272,426.7,409,0.19,407.1,266,19.62,0,7.67,-73.6,9.589,6.975
T-14,7/25/2018,12:31:30,0.786,308,0,5.8,11.5,82,6.5,0.64,2.65,0.18,0.18,27.206,434.4,416.8,0.2,415,271,20.37,0,7.68,-73.7,11.075,8.023
T-14,7/25/2018,12:32:19,0.586,309,0,5.8,11.5,81.8,6.49,0.67,2.74,0.21,0.21,27.183,437.8,420.3,0.2,418.4,273,22.02,0,7.68,-73.7,12.434,8.982
T-14,7/25/2018,12:32:59,0.638,310,0,5.8,11.5,81.7,6.48,0.63,2.57,0.19,0.19,27.171,439.1,421.6,0.2,419.8,274,21.15,0,7.67,-73.4,13.809,9.952
T-14,7/25/2018,12:33:54,0.533,3XB,0,5.8,11.5,81.6,6.47,0.63,2.59,0.22,0.22,27.164,439.9,422.4,0.2,420.6,275,22.37,0,7.67,-73.6,14.282,10.286
T-14,7/25/2018,12:44:11,0.399,4XS,0,5.8,11.5,87.9,6.85,0.71,2.9,0.22,0.22,28.218,364.8,343.7,0.16,341.4,223,10.58,0,7.71,-75.8,0.414,0.502
T-14,7/25/2018,12:45:22,0.024,401,0,5.8,11.5,86.6,6.77,0.75,3.05,0.25,0.25,28.087,365.5,345.2,0.16,343,224,11.29,0,7.69,-74.9,1.124,1.004
T-14,7/25/2018,12:46:02,0.748,402,0,5.8,11.5,85.5,6.7,0.68,2.78,0.21,0.21,27.911,367.6,348.2,0.16,346.1,226,11.79,0,7.68,-73.9,2.505,1.978
